step,generator,discriminator
0,87.68160247802734,1.1160598993301392
1,84.94071960449219,0.6492509245872498
2,62.223480224609375,0.3302817940711975
3,65.67221069335938,0.129132941365242
4,61.95724105834961,0.07918393611907959
5,58.91498565673828,0.5115357637405396
6,49.21550750732422,0.7892153263092041
7,49.490047454833984,0.23584812879562378
8,41.85203552246094,0.02503693290054798
9,46.847618103027344,0.32048553228378296
10,48.62531280517578,0.250011682510376
11,41.936248779296875,0.2507118880748749
12,38.03877639770508,0.0027824966236948967
13,40.04168701171875,0.023862894624471664
14,47.84544372558594,0.2966899871826172
15,37.7857666015625,0.022137414664030075
16,39.76421356201172,0.009146308526396751
17,42.50140380859375,0.050955530256032944
18,42.343536376953125,0.0058606211096048355
19,34.43549728393555,0.19800600409507751
20,38.882362365722656,0.15121431648731232
21,41.42734909057617,0.008164387196302414
22,50.13770294189453,0.4329551160335541
23,45.283477783203125,0.06137707829475403
24,41.148502349853516,0.029504435136914253
25,41.933387756347656,0.07235681265592575
26,44.928977966308594,0.06341344863176346
27,52.612579345703125,0.17265066504478455
28,42.44425582885742,0.00036370044108480215
29,43.858360290527344,0.0030834288336336613
30,38.1518440246582,0.17988646030426025
31,69.85920715332031,0.5115282535552979
32,53.017913818359375,0.0009478338179178536
33,50.830448150634766,0.8824423551559448
34,48.31177520751953,0.008048847317695618
35,49.43634033203125,0.7344416379928589
36,51.13584899902344,1.467758693252108e-06
37,48.373226165771484,0.00044345302740111947
38,46.308074951171875,1.5050054571474902e-06
39,39.33262634277344,0.0013476272579282522
40,63.96888732910156,0.09537716954946518
41,63.75456237792969,4.470347292340193e-08
42,43.34341812133789,0.0020419186912477016
43,47.371009826660156,0.00790376402437687
44,44.57380294799805,0.000456862966530025
45,48.602577209472656,0.002110337372869253
46,41.28143310546875,0.0013278957922011614
47,45.45630645751953,0.03438471257686615
48,45.63280487060547,0.057804472744464874
49,46.890533447265625,0.0030145265627652407
50,40.277587890625,0.011222673580050468
51,47.7470817565918,0.01007352489978075
52,51.12984085083008,0.03603602945804596
53,62.08515167236328,0.39685672521591187
54,51.05745315551758,0.06665192544460297
55,52.66780090332031,3.5687330637301784e-06
56,48.93208312988281,3.650774260677281e-07
57,47.72756576538086,2.1606535938190063e-06
58,82.13639068603516,0.28576362133026123
59,64.5733871459961,0.06340190768241882
60,58.44737243652344,5.930157203692943e-05
61,51.34986114501953,0.19927501678466797
62,42.911014556884766,0.0
63,46.26034164428711,1.0058230373033439e-06
64,60.94316101074219,0.49108025431632996
65,58.387542724609375,2.9802318834981634e-08
66,51.77472686767578,0.00026071752654388547
67,58.84526824951172,0.0
68,69.07498168945312,4.023300448352529e-07
69,59.20574951171875,1.2061325833201408e-05
70,64.20609283447266,6.258462121877528e-07
71,50.743011474609375,7.450577044210149e-08
72,48.24577713012695,0.000746370293200016
73,49.40094757080078,2.2351738238057806e-08
74,50.34786605834961,0.0029266357887536287
75,52.4950065612793,3.948801463593554e-07
76,51.40037536621094,2.5853300940070767e-06
77,50.12504577636719,8.195635814445268e-08
78,51.69225311279297,5.5802356655476615e-06
79,43.80680465698242,7.688860932830721e-06
80,46.675270080566406,0.00014769149129278958
81,46.945743560791016,0.05005050450563431
82,47.2905158996582,7.972105322551215e-07
83,53.703826904296875,4.413200804265216e-05
84,51.63726806640625,1.7881145595310954e-06
85,48.062171936035156,1.2918657375848852e-05
86,46.322967529296875,0.0005075926310382783
87,41.75919723510742,0.0012069452786818147
88,51.91973114013672,0.013791686855256557
89,55.27467346191406,0.0015856643440201879
90,51.298988342285156,0.015148921869695187
91,67.33629608154297,7.398063189612003e-06
92,59.97058868408203,0.0010168163571506739
93,55.27992248535156,0.25797754526138306
94,50.39826202392578,1.279888329008827e-05
95,39.18568801879883,0.003000571858137846
96,118.89035034179688,6.157687664031982
97,99.35326385498047,2.249460220336914
98,75.11460876464844,0.0
99,56.29508972167969,9.960634088201914e-06
100,51.99596405029297,5.361378498491831e-05
101,56.231956481933594,0.0006149752298370004
102,52.48169708251953,0.002294340869411826
103,51.13917541503906,9.875389514490962e-05
104,54.033512115478516,8.774847810855135e-05
105,54.7923583984375,0.2462361752986908
106,45.66515350341797,0.00047887011896818876
107,55.231422424316406,1.1681530850182753e-05
108,45.0363655090332,0.004908235743641853
109,41.12921905517578,0.0004266308678779751
110,38.109825134277344,0.0007454485166817904
111,44.64768981933594,0.0064168768003582954
112,55.26799392700195,0.1158982366323471
113,52.231040954589844,9.68574909165909e-08
114,57.37694549560547,2.2351738238057806e-08
115,57.07770919799805,0.0
116,50.88947677612305,2.3990407953533577e-06
117,48.7562255859375,1.1175866632129328e-07
118,65.2275161743164,0.16628392040729523
119,53.21532440185547,6.109447667768109e-07
120,55.7980842590332,0.0
121,56.25818634033203,4.2468229821679415e-07
122,57.80024719238281,7.450580152834618e-09
123,57.978721618652344,0.0
124,53.60015869140625,0.0
125,53.911800384521484,2.1233793177088955e-06
126,54.636192321777344,0.00017143358127214015
127,55.67131042480469,9.685716122476151e-07
128,60.80253982543945,2.905720748458407e-07
129,49.38787841796875,0.00011483208800200373
130,64.3116226196289,0.32174769043922424
131,56.34892654418945,1.6391260260206764e-07
132,57.73692321777344,0.0006875000544823706
133,54.62792205810547,0.3751833140850067
134,55.22507858276367,7.15251871952205e-07
135,85.41058349609375,1.5587592124938965
136,66.54669189453125,3.4793706618074793e-06
137,66.78977966308594,3.993443897343241e-06
138,62.44969177246094,6.629000563407317e-05
139,62.81242370605469,0.0007064108503982425
140,60.99150085449219,5.320465061231516e-05
141,50.259178161621094,1.8241794109344482
142,53.91667175292969,0.0
143,53.844364166259766,2.2351738238057806e-08
144,52.46658706665039,0.0001964104303624481
145,49.31812286376953,1.5577501471852884e-05
146,46.64854431152344,1.485534266976174e-05
147,50.63764190673828,0.030048774555325508
148,51.19041442871094,3.725289587919178e-08
149,45.6878547668457,0.011388941667973995
150,52.81291198730469,0.05240524560213089
151,83.2214584350586,1.7945823669433594
152,72.70230102539062,0.5060592889785767
153,75.7701416015625,0.0007006611558608711
154,58.43101501464844,9.685699069450493e-07
155,61.67929458618164,0.0
156,66.4151611328125,0.00012710494047496468
157,63.23972702026367,8.195632972274325e-08
158,63.396549224853516,8.568109137740976e-07
159,64.1527099609375,2.630001517900382e-06
160,67.92647552490234,0.0
161,67.9209213256836,1.937147970920705e-07
162,68.68365478515625,7.450580152834618e-09
163,56.01378631591797,2.011653492672849e-07
164,62.44706344604492,0.49197885394096375
165,59.21662139892578,0.0
166,55.7496337890625,0.0
167,56.08192825317383,0.0
168,58.05516815185547,1.8328159967495594e-06
169,55.32435607910156,2.2351738238057806e-08
170,53.15218734741211,5.2154042862184724e-08
171,54.77598571777344,0.0
172,53.83228302001953,0.0
173,54.72383117675781,0.0
174,57.947120666503906,0.0
175,52.089683532714844,0.0
176,54.98932647705078,0.0
177,54.5602912902832,0.0
178,52.97064971923828,7.450580152834618e-09
179,49.72795104980469,7.450580152834618e-09
180,54.09807586669922,0.0
181,58.10707092285156,7.450577044210149e-08
182,58.18231964111328,0.0
183,59.36907958984375,0.0
184,51.85231018066406,5.73692148009286e-07
185,52.928470611572266,3.514202398946509e-05
186,52.44105529785156,1.8626434439283912e-07
187,54.230831146240234,0.00014249261585064232
188,50.62897491455078,0.0023274219129234552
189,51.50732421875,0.00020698481239378452
190,47.96489334106445,0.0016383086331188679
191,48.82539367675781,1.8035469111055136e-05
192,49.02122497558594,8.568890916649252e-05
193,47.200016021728516,2.592786131572211e-06
194,59.245765686035156,0.2902652323246002
195,70.7442398071289,0.17734825611114502
196,73.44560241699219,0.0
197,68.6867904663086,0.0
198,67.01371765136719,0.0
199,67.21674346923828,0.0
200,63.255043029785156,0.0
201,69.07115936279297,0.0
202,60.77874755859375,0.0
203,67.78741455078125,0.0
204,63.01119613647461,0.0
205,58.97504806518555,0.0
206,58.522239685058594,0.0
207,56.309242248535156,1.862642307060014e-07
208,53.87677764892578,0.0
209,64.66240692138672,1.423044636794657e-06
210,56.36537170410156,0.0
211,63.336448669433594,2.9802315282267955e-08
212,60.19982147216797,0.0
213,56.188270568847656,0.0
214,63.11046600341797,0.0
215,60.16661071777344,0.0
216,55.58265686035156,1.4901159417490817e-08
217,66.1178970336914,0.006043687462806702
218,66.80823516845703,0.0
219,58.95716857910156,0.0
220,57.38819885253906,0.0
221,57.05436706542969,0.0
222,60.52180862426758,0.0
223,62.08940505981445,0.0
224,52.3076057434082,7.450580152834618e-09
225,60.95391845703125,0.0
226,51.976829528808594,0.0
227,56.00635528564453,0.0
228,53.58312225341797,7.450580152834618e-09
229,60.19181823730469,0.0
230,61.35478973388672,0.0
231,58.37834167480469,0.0
232,58.594425201416016,0.07761221379041672
233,65.72856903076172,0.0
234,56.13407516479492,0.0
235,52.48971939086914,3.725289587919178e-08
236,62.881248474121094,0.0
237,60.35914611816406,0.0
238,53.46110534667969,8.493603900205926e-07
239,56.0969352722168,0.0
240,56.704368591308594,0.0
241,57.65427017211914,0.0
242,58.51764678955078,0.0
243,56.795684814453125,0.0
244,46.271026611328125,5.960463056453591e-08
245,49.98187255859375,5.215405352032576e-08
246,56.302833557128906,1.4901159417490817e-08
247,53.77446746826172,0.0
248,50.771636962890625,5.2154042862184724e-08
249,55.03448486328125,0.0
250,54.747169494628906,0.0
251,56.508331298828125,0.0
252,51.07183837890625,0.0
253,57.77751922607422,0.0
254,50.12396240234375,7.72577550378628e-06
255,58.526248931884766,0.0
256,51.72053527832031,3.427257695420849e-07
257,50.704833984375,1.1175860947787442e-07
258,50.008338928222656,1.0356251323173638e-06
259,53.62862014770508,1.780664661055198e-06
260,54.20199966430664,1.2516863989731064e-06
261,56.12203598022461,7.450580152834618e-09
262,52.25853729248047,2.2351738238057806e-08
263,55.03533935546875,8.940690321423972e-08
264,49.772003173828125,8.195635103902532e-08
265,56.0177116394043,0.0
266,50.952335357666016,0.0
267,52.99400329589844,8.552681720175315e-06
268,54.742271423339844,8.195634393359796e-08
269,56.72587966918945,7.450580152834618e-09
270,48.91059875488281,1.2255081855983008e-05
271,54.37274169921875,1.102676378650358e-06
272,55.53697967529297,7.450580152834618e-09
273,53.55689239501953,2.9802318834981634e-08
274,52.29467010498047,1.713631121447179e-07
275,56.60145568847656,1.0654239304130897e-06
276,53.47509765625,0.0
277,53.462425231933594,2.9802318834981634e-08
278,62.25217819213867,2.063785586869926e-06
279,54.82497787475586,0.0
280,59.41676330566406,7.450580152834618e-09
281,50.65486145019531,9.611210316506913e-07
282,61.247737884521484,0.0
283,54.58317184448242,1.1920917586394353e-07
284,51.62733459472656,6.183956884342479e-07
285,51.624908447265625,3.725289587919178e-08
286,61.14227294921875,1.043080430918053e-07
287,58.682029724121094,2.607697808798548e-07
288,49.19173049926758,1.862642307060014e-07
289,51.342613220214844,3.717770823641331e-06
290,52.65826416015625,1.0340761946281418e-05
291,49.192100524902344,4.126261410419829e-05
292,51.375030517578125,1.1145079042762518e-05
293,51.880035400390625,0.00018280811491422355
294,43.88567352294922,7.852439921407495e-06
295,56.415863037109375,5.289688488119282e-06
296,50.76580810546875,1.8626434439283912e-07
297,54.643184661865234,7.525042065026355e-07
298,52.417381286621094,2.5331928554805927e-07
299,56.78186798095703,1.942840935953427e-05
300,55.581790924072266,1.177181047751219e-06
301,54.19546890258789,0.0
302,51.17605209350586,1.2367873978291755e-06
303,51.05741882324219,2.1246072719804943e-05
304,50.94325256347656,6.585968549188692e-06
305,57.24175262451172,1.3857926433047396e-06
306,47.840980529785156,1.4901149825163884e-07
307,58.64848327636719,1.4901159417490817e-08
308,54.24718475341797,2.2351738238057806e-08
309,53.03166961669922,2.086127778966329e-06
310,48.20707702636719,6.183860477904091e-06
311,45.4844970703125,1.4065441064303741e-05
312,49.93632507324219,0.037021566182374954
313,54.21795654296875,6.019794909661869e-06
314,54.60956573486328,7.450580152834618e-09
315,54.098472595214844,7.606808139826171e-06
316,84.3095932006836,0.0
317,76.56727600097656,0.0
318,71.3231201171875,0.0
319,63.86639404296875,0.0
320,69.27552795410156,0.0
321,70.53984069824219,0.0
322,65.97732543945312,0.0
323,61.91013717651367,0.0
324,66.64817810058594,0.028281625360250473
325,65.25662994384766,0.0001652959326747805
326,76.25566864013672,0.0
327,77.16830444335938,0.0
328,72.2170181274414,0.0
329,66.28633117675781,0.0
330,71.85722351074219,0.0
331,60.60085678100586,0.0
332,63.480712890625,0.0
333,67.60260009765625,0.0
334,63.83534240722656,0.0
335,62.795631408691406,0.0
336,63.11929702758789,0.0
337,65.54777526855469,0.0
338,65.84297180175781,0.0
339,62.81159210205078,0.0
340,64.57722473144531,0.0
341,59.775333404541016,0.0
342,58.441410064697266,0.0
343,58.37299346923828,0.0
